油管直播,#genre#
嫣然影厅,http://192.168.31.99:5678/huya.php?id=11601977
女神系列,http://192.168.31.99:5678/huya.php?id=11336571
经典女神,http://192.168.31.99:5678/huya.php?id=11352909
许氏三杰,http://192.168.31.99:5678/huya.php?id=11602033
经典港片,http://192.168.31.99:5678/huya.php?id=11352965
镖行天下,http://192.168.31.99:5678/huya.php?id=11352969
高能反转,http://192.168.31.99:5678/huya.php?id=11352887
喜乐影院,http://192.168.31.99:5678/huya.php?id=21059580
蘑菇影厅,http://192.168.31.99:5678/huya.php?id=11601981
搞笑恐怖,http://192.168.31.99:5678/huya.php?id=11601960
死神来了,http://192.168.31.99:5678/huya.php?id=11352903
变形金刚,http://192.168.31.99:5678/huya.php?id=21059596
怪兽系列,http://192.168.31.99:5678/huya.php?id=21059554
陈翔六点半,http://192.168.31.99:5678/huya.php?id=11274154

斗鱼综合,#genre#
周星驰,http://epg.112114.xyz/douyu/122402
刘德华,http://epg.112114.xyz/douyu/2516864
好先生,http://epg.112114.xyz/douyu/9650792
庆余年,http://epg.112114.xyz/douyu/5908256
欢乐综艺,http://epg.112114.xyz/douyu/131977
万合出品,http://epg.112114.xyz/douyu/9220456
邵氏影院,http://epg.112114.xyz/douyu/4246519
吃米滴虫,http://epg.112114.xyz/douyu/315457
高分电影,http://epg.112114.xyz/douyu/7254536
豆瓣高分,http://epg.112114.xyz/douyu/8770422
漫威影院,http://epg.112114.xyz/douyu/6140589
特辑电影,http://epg.112114.xyz/douyu/3637778
粤语电影,http://epg.112114.xyz/douyu/1226741
国产电影,http://epg.112114.xyz/douyu/5423
精彩电影,http://epg.112114.xyz/douyu/9650887
喜剧电影,http://epg.112114.xyz/douyu/323876
动作电影,http://epg.112114.xyz/douyu/6763930
恐怖电影,http://epg.112114.xyz/douyu/218859
恐怖鬼怪,http://epg.112114.xyz/douyu/1165374
童年阴影,http://epg.112114.xyz/douyu/2935323
惊悚电影,http://epg.112114.xyz/douyu/96577
粤语电影,http://epg.112114.xyz/douyu/6566671
华语影视,http://epg.112114.xyz/douyu/3928
神乐影视,http://epg.112114.xyz/douyu/85894
周末影院,http://epg.112114.xyz/douyu/3637765
周末电影,http://epg.112114.xyz/douyu/3637726
兔子影厅,http://epg.112114.xyz/douyu/8985415
冰冰影厅,http://epg.112114.xyz/douyu/74374
刀刀影院,http://epg.112114.xyz/douyu/747764
奶虫影院,http://epg.112114.xyz/douyu/263824
贝爷壹厅,http://epg.112114.xyz/douyu/252802
贝爷贰厅,http://epg.112114.xyz/douyu/4332
贝爷叁厅,http://epg.112114.xyz/douyu/36337
凌儿影院,http://epg.112114.xyz/douyu/1377142
云宝影院,http://epg.112114.xyz/douyu/7305938
花卷影院,http://epg.112114.xyz/douyu/52787
菜园小饼,http://epg.112114.xyz/douyu/1735337
米娅影院,http://epg.112114.xyz/douyu/6537888
橙記港剧,http://epg.112114.xyz/douyu/4549169
大宝影视,http://epg.112114.xyz/douyu/805235
蚂蚱影视,http://epg.112114.xyz/douyu/6079455
怡寶影视,http://epg.112114.xyz/douyu/434971
圆子影视,http://epg.112114.xyz/douyu/6566658
贝贝影视,http://epg.112114.xyz/douyu/431460
可乐影视,http://epg.112114.xyz/douyu/20415
萌牛影视,http://epg.112114.xyz/douyu/7494871
兔兔影视,http://epg.112114.xyz/douyu/1504768
无双影视,http://epg.112114.xyz/douyu/4870914
下饭神剧,http://epg.112114.xyz/douyu/276200
古装神剧,http://epg.112114.xyz/douyu/338759
晚湾影视,http://epg.112114.xyz/douyu/9461178
酒染影视,http://epg.112114.xyz/douyu/7550220
芊珏影视,http://epg.112114.xyz/douyu/8814650
热门港剧,http://epg.112114.xyz/douyu/5522351
盗墓剧集,http://epg.112114.xyz/douyu/9292503
金庸武侠,http://epg.112114.xyz/douyu/7644931
国产剧集,http://epg.112114.xyz/douyu/8157860
国产剧场,http://epg.112114.xyz/douyu/308752
爱情公寓,http://epg.112114.xyz/douyu/2838296
经典剧集,http://epg.112114.xyz/douyu/6863367
李卫当官,http://epg.112114.xyz/douyu/7473576
龙门镖局,http://epg.112114.xyz/douyu/9650860
雍正王朝,http://epg.112114.xyz/douyu/4944033
雍正帝王,http://epg.112114.xyz/douyu/9650836
隋唐演义,http://epg.112114.xyz/douyu/7552568
大宋神探,http://epg.112114.xyz/douyu/7784862
音乐欣赏,http://epg.112114.xyz/douyu/3186217
舌尖美食,http://epg.112114.xyz/douyu/9650849
篮球人物,http://epg.112114.xyz/douyu/8434598
史君说剧,http://epg.112114.xyz/douyu/9419771
史剧解说,http://epg.112114.xyz/douyu/297689
老秦说剧,http://epg.112114.xyz/douyu/9650131
老蔡解说,http://epg.112114.xyz/douyu/8869614
长片短解,http://epg.112114.xyz/douyu/9410946
宇哥解说,http://epg.112114.xyz/douyu/8651489
夜魔人老王,http://epg.112114.xyz/douyu/610972
皮皮看动漫,http://epg.112114.xyz/douyu/9837291
开心锤动漫,http://epg.112114.xyz/douyu/9018297
拳叔二次元,http://epg.112114.xyz/douyu/9484105
老邪说电影,http://epg.112114.xyz/douyu/9222870
洗碗君解说,http://epg.112114.xyz/douyu/9446706
百晓生说剧,http://epg.112114.xyz/douyu/9649681
百晓生解说,http://epg.112114.xyz/douyu/9653063
小司马说剧,http://epg.112114.xyz/douyu/4808115
小司马解说,http://epg.112114.xyz/douyu/9660127
星君说电影,http://epg.112114.xyz/douyu/8014467
刘哔讲电影,http://epg.112114.xyz/douyu/2632223
老王说电影,http://epg.112114.xyz/douyu/9687733
贤于说电影,http://epg.112114.xyz/douyu/9461990
牛叔说电影,http://epg.112114.xyz/douyu/2758565
侃片大师兄,http://epg.112114.xyz/douyu/9338839
虫哥说电影,http://epg.112114.xyz/douyu/8915074
电影迷小雅,http://epg.112114.xyz/douyu/9639225
1900影剧室,http://epg.112114.xyz/douyu/7796193
刘老师说电影,http://epg.112114.xyz/douyu/8317926
来呀官人解说,http://epg.112114.xyz/douyu/9986305
科幻Fans布玛,http://epg.112114.xyz/douyu/3508304
小片片说大片,http://epg.112114.xyz/douyu/4258555
大片片说小片,http://epg.112114.xyz/douyu/7489563
火龙果说电影,http://epg.112114.xyz/douyu/9559158
吃米滴虫,http://epg.112114.xyz/douyu/315457
神乐影片1,http://epg.112114.xyz/douyu/122402
神乐影片2,http://epg.112114.xyz/douyu/85894
刘德华电影1,http://epg.112114.xyz/douyu/2516864
刘德华电影2,http://epg.112114.xyz/douyu/8985415
喜剧经典,http://epg.112114.xyz/douyu/9650887
豆瓣高分,http://epg.112114.xyz/douyu/8770422
贝爷影厅2,http://epg.112114.xyz/douyu/36337
可乐电影,http://epg.112114.xyz/douyu/20415
冰冰经典电影,http://epg.112114.xyz/douyu/74374
奶虫恐怖电影,http://epg.112114.xyz/douyu/263824
避风港影院,http://epg.112114.xyz/douyu/9826611
林林影院,http://epg.112114.xyz/douyu/9652323
漫威电影,http://epg.112114.xyz/douyu/4282654
恐怖经典,http://epg.112114.xyz/douyu/1165374
华语电影,http://epg.112114.xyz/douyu/3928
华语动作电影,http://epg.112114.xyz/douyu/1504768
麓山迷踪,http://epg.112114.xyz/douyu/4505431
