台灣,#genre#
倒霉熊,http://118.26.120.37:55336/tslive/c54_lb_140_600_t10/c54_lb_140_600_t10.m3u8?key=0f2a06793124310bccc587b5da61b57da
亲子游戏,http://118.26.120.23:55336/tslive/c56_lb_178_600_t10/c56_lb_178_600_t10.m3u8?key=0b292c335e5837e94ffc1113a2140b54
亲子启蒙,http://118.26.120.23:55336/tslive/c57_lb_213_600_t10/c57_lb_213_600_t10.m3u8?key=0f2a06793124310bc21adebc9f02a9735
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
雲朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
狮子王國,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8


👼少儿动画,#genre#
七龙珠改,https://epg.112114.xyz/huya/11601966
【Blue胖】你看得到我的腿吗,https://epg.112114.xyz/huya/11601963
【海绵宝宝】黄方块的爆笑生活~,https://epg.112114.xyz/huya/11352919
【猫和老鼠】汤姆和杰瑞的故事,https://epg.112114.xyz/huya/11352879
搞笑的一家人,https://epg.112114.xyz/huya/11342402
网球王子·费德勒看了想打人,https://epg.112114.xyz/huya/11352882
蜡笔小新·逗比少年欢乐多,https://epg.112114.xyz/huya/11352970
路飞带领大家向顶上前进,https://epg.112114.xyz/huya/16913382
【中华小当家】看的我口水直流～,https://epg.112114.xyz/huya/11342413
冲啊！四驱兄弟嘴控大战,https://epg.112114.xyz/huya/11352922
茶啊二中,https://epg.112114.xyz/huya/11213191
灵剑山·试炼开启,https://epg.112114.xyz/huya/11352896
乐高大师赛！创意惊人,https://epg.112114.xyz/huya/26355776
小时候玩不起的超帅玩具,https://epg.112114.xyz/huya/26355832
成龍历险记·社会我阿福乌鸦坐飞机,https://epg.112114.xyz/huya/11352946
24小时连播蓝胖子,http://zzy789.xyz/bili.php?id=482946
【哆啦A梦】旧版全集,http://zzy789.xyz/bili.php?id=1717236
全集哆啦A梦大山版24小时轮播,http://zzy789.xyz/bili.php?id=346400
哆啦A梦小剧场,http://zzy789.xyz/bili.php?id=21310390
哆啦A梦新番剧318-325,http://zzy789.xyz/bili.php?id=7204293
哆啦A梦台配剧场版24小时轮播,http://zzy789.xyz/bili.php?id=6419694
24小时动漫直播间,http://zzy789.xyz/bili.php?id=279430
樱桃小丸子国语台配,http://zzy789.xyz/bili.php?id=11765640
樱桃小丸子蜡笔小新蓝光特别版,http://zzy789.xyz/bili.php?id=21614203
樱桃小丸子,http://zzy789.xyz/bili.php?id=11392177
樱桃小丸子台配国语24小时轮播,http://zzy789.xyz/bili.php?id=23242774
樱桃小丸子台配,http://zzy789.xyz/bili.php?id=23907135
樱桃小丸子国配旁白,http://zzy789.xyz/bili.php?id=22034682
樱桃小丸子,http://zzy789.xyz/bili.php?id=6554860
【海绵宝宝】文明观看素质弹幕,http://zzy789.xyz/bili.php?id=61834
【海绵宝宝】1-13季24H循环,http://zzy789.xyz/bili.php?id=14495324
海绵宝宝央配,http://zzy789.xyz/bili.php?id=4355330
海绵宝宝央配,http://zzy789.xyz/bili.php?id=9819411
海绵宝宝,http://zzy789.xyz/bili.php?id=21935649
【海绵宝宝】24H在线连播，一起看更精彩,http://zzy789.xyz/bili.php?id=6264785
海绵宝宝妙妙屋,http://zzy789.xyz/bili.php?id=23600820
迪士尼经典动画,http://zzy789.xyz/bili.php?id=24489519
【蜡笔小新】国语高清，24小时直播哦！,http://zzy789.xyz/bili.php?id=10375360
【蜡笔小新】绝版画质,http://zzy789.xyz/bili.php?id=21570935
蜡笔小新24h睡觉背景音,http://zzy789.xyz/bili.php?id=11579951
【蜡笔小新】你回来了～,http://zzy789.xyz/bili.php?id=22804740
蜡笔小新,http://zzy789.xyz/bili.php?id=1895574
【蜡笔小新】24小时无限大放送,http://zzy789.xyz/bili.php?id=21333965
涂糊涂的蜡笔小新,http://zzy789.xyz/bili.php?id=49132
【蜡笔小新】高清国语24h直播,http://zzy789.xyz/bili.php?id=22356720
蜡笔小新国语轮播,http://zzy789.xyz/bili.php?id=22765729
【蜡笔小新】国语高清，24小时直播哦！,http://zzy789.xyz/bili.php?id=23684726
野原新之助蜡笔小新新番24H随机播放,http://zzy789.xyz/bili.php?id=21507503
[蜡笔小新]高清国语24小时轮播,http://zzy789.xyz/bili.php?id=22683218
【日语配音】24H陪你看蜡笔小新~,http://zzy789.xyz/bili.php?id=24609114
蜡笔小新剧场版【高清】【测试】,http://zzy789.xyz/bili.php?id=7441943
你回来了-【蜡笔小新】,http://zzy789.xyz/bili.php?id=24872140
蜡笔小新全集高清在线24h播放,http://zzy789.xyz/bili.php?id=23190944
【蜡笔小新】进来看电影了喂～,http://zzy789.xyz/bili.php?id=22693306
柯南和蜡笔小新轮播高清国语,http://zzy789.xyz/bili.php?id=23000636
【高清】522蜡笔小新陪你一起过！,http://zzy789.xyz/bili.php?id=24882087
名侦探柯南（主要剧情随缘播）,http://zzy789.xyz/bili.php?id=181453
【国语超清】犬夜叉-乱马-童年向轮播,http://zzy789.xyz/bili.php?id=11224983
童年回忆杀!国语犬夜叉!24h不间断直播,http://zzy789.xyz/bili.php?id=23089518
国语高达,http://zzy789.xyz/bili.php?id=22834365
中华小当家/中华一番东方零食总部,http://zzy789.xyz/bili.php?id=655291
四驱兄弟/爆走兄弟WGPMAX,http://zzy789.xyz/bili.php?id=10544270
飞哥与小佛,http://zzy789.xyz/bili.php?id=5759023
飞出个未来Futurama蓝光下饭神剧,http://zzy789.xyz/bili.php?id=1954990
动画电影专场只有想不到没有找不到,http://zzy789.xyz/bili.php?id=23153930
动画狂欢曲-芭比,http://zzy789.xyz/bili.php?id=662181
童年回忆丨守护甜心丨全三季轮播,http://zzy789.xyz/bili.php?id=14434
开心汉堡店怪诞小镇24h轮播,http://zzy789.xyz/bili.php?id=2308015
经典番剧/动漫/剧场版24时轮播,http://zzy789.xyz/bili.php?id=21751462
开心超人联盟（开心宝贝）童年版,http://zzy789.xyz/bili.php?id=11606075
童年回忆X百变小樱7X24最全资源轮播,http://zzy789.xyz/bili.php?id=34340
中华小子,http://zzy789.xyz/bili.php?id=22194340
经典动漫,http://zzy789.xyz/bili.php?id=4089143
咱们裸熊！24小时循环直播！,http://zzy789.xyz/bili.php?id=11168667
经典特摄剧登场,http://zzy789.xyz/bili.php?id=24781991
动画＆电影合集,http://zzy789.xyz/bili.php?id=24511160
【游戏王】今天一起看V6,http://zzy789.xyz/bili.php?id=23891000
童年回忆,http://zzy789.xyz/bili.php?id=25060711
经典动漫播不停,http://zzy789.xyz/bili.php?id=21395123
LexBurner,http://zzy789.xyz/bili.php?id=11365
猫大人,http://zzy789.xyz/bili.php?id=723


‍🎤音乐 MV,#genre#
动听漫歌,http://re.qiyuevod.com/ckuelb/dy.php?id=9564766
周董乐台,http://re.qiyuevod.com/ckuelb/dy.php?id=7537296
余娟乐台,http://re.qiyuevod.com/ckuelb/dy.php?id=3186217
音乐抬头,http://re.qiyuevod.com/ckuelb/dy.php?id=8666105
黑糖音乐,http://re.qiyuevod.com/ckuelb/dy.php?id=9560563
音乐小琼,http://re.qiyuevod.com/ckuelb/dy.php?id=8666210
粤语歌姬,http://re.qiyuevod.com/ckuelb/dy.php?id=4728410
老郑音乐,http://re.qiyuevod.com/ckuelb/dy.php?id=8666143
喵喵音乐,http://re.qiyuevod.com/ckuelb/dy.php?id=9568091
女团现场,http://re.qiyuevod.com/ckuelb/dy.php?id=123351
皇冠壹厅,http://re.qiyuevod.com/ckuelb/dy.php?id=17732
皇冠贰厅,http://re.qiyuevod.com/ckuelb/dy.php?id=3221207
秋月剪水,http://re.qiyuevod.com/ckuelb/dy.php?id=9588891
音乐石榴,http://43.137.29.124/txdirect.flv.huya.com/src/1199512344405-1199512344405-5224693802798678016-2399024812266-10057-A-0-1.m3u8??
音乐石榴,http://re.qiyuevod.com/ckuelb/hy.php?id=17091681
阿兰民歌,http://43.137.29.124/txdirect.flv.huya.com/src/1199549362653-1199549362653-5383685967313895424-2399098848762-10057-A-0-1.m3u8??
阿兰民歌,http://re.qiyuevod.com/ckuelb/hy.php?id=22970983
日系乐团,http://43.137.29.124/txdirect.flv.huya.com/src/1099531753556-1099531753556-86439566906490880-2199063630568-10057-A-0-1.m3u8??
日系乐团,http://re.qiyuevod.com/ckuelb/hy.php?id=21241796
杰伦专场,http://43.137.29.124/txdirect.flv.huya.com/src/2369489358-2369489358-7174207414657260338-4739102172-10057-A-1670375489-1.m3u8??
杰伦专场,http://re.qiyuevod.com/ckuelb/hy.php?id=25703092
奕迅金曲,http://43.137.29.124/txdirect.flv.huya.com/src/1099531753598-1099531753598-86439747295117312-2199063630652-10057-A-0-1.m3u8??
奕迅金曲,http://re.qiyuevod.com/ckuelb/hy.php?id=21241843
动听音乐,http://43.137.29.124/txdirect.flv.huya.com/src/1199518370638-1199518370638-5250576276451753984-2399036864732-10057-A-0-1.m3u8??
动听音乐,http://re.qiyuevod.com/ckuelb/hy.php?id=19439762
精彩现场,http://43.137.29.124/txdirect.flv.huya.com/src/1099531753573-1099531753573-86439639920934912-2199063630602-10057-A-0-1.m3u8??
精彩现场,http://re.qiyuevod.com/ckuelb/hy.php?id=21241817
催眠音乐,http://43.137.29.124/txdirect.flv.huya.com/src/1099531753567-1099531753567-86439614151131136-2199063630590-10057-A-0-1.m3u8??
催眠音乐,http://re.qiyuevod.com/ckuelb/hy.php?id=21241811
爵士乐赏,http://43.137.29.124/txdirect.flv.huya.com/src/1099531753534-1099531753534-86439472417210368-2199063630524-10057-A-0-1.m3u8??
爵士乐赏,http://re.qiyuevod.com/ckuelb/hy.php?id=21241769
华语翻唱,http://43.137.29.124/txdirect.flv.huya.com/src/1099531753566-1099531753566-86439609856163840-2199063630588-10057-A-0-1.m3u8??
华语翻唱,http://re.qiyuevod.com/ckuelb/hy.php?id=21241810
惊艳翻唱,http://43.137.29.124/txdirect.flv.huya.com/src/1099531753571-1099531753571-86439631331000320-2199063630598-10057-A-0-1.m3u8??
惊艳翻唱,http://re.qiyuevod.com/ckuelb/hy.php?id=21241815
韩国鼓手,http://re.qiyuevod.com/ckuelb/hy.php?id=21241800

动听漫歌,http://maomao.kandiantv.cn/douyu1.php?id=9564766
周董乐台,http://maomao.kandiantv.cn/douyu1.php?id=7537296
余娟乐台,http://maomao.kandiantv.cn/douyu1.php?id=3186217
音乐抬头,http://maomao.kandiantv.cn/douyu1.php?id=8666105
黑糖音乐,http://maomao.kandiantv.cn/douyu1.php?id=9560563
音乐小琼,http://maomao.kandiantv.cn/douyu1.php?id=8666210
粤语歌姬,http://maomao.kandiantv.cn/douyu1.php?id=4728410
老郑音乐,http://maomao.kandiantv.cn/douyu1.php?id=8666143
喵喵音乐,http://maomao.kandiantv.cn/douyu1.php?id=9568091
女团现场,http://maomao.kandiantv.cn/douyu1.php?id=123351
皇冠壹厅,http://maomao.kandiantv.cn/douyu1.php?id=17732
皇冠贰厅,http://maomao.kandiantv.cn/douyu1.php?id=3221207
秋月剪水,http://maomao.kandiantv.cn/douyu1.php?id=9588891
音乐石榴,http://mmitv.top/pltv/huya.php?id=17091681
阿兰民歌,http://mmitv.top/pltv/huya.php?id=22970983
日系乐团,http://mmitv.top/pltv/huya.php?id=21241796
杰伦专场,http://mmitv.top/pltv/huya.php?id=25703092
奕迅金曲,http://mmitv.top/pltv/huya.php?id=21241843
动听音乐,http://mmitv.top/pltv/huya.php?id=19439762
精彩现场,http://mmitv.top/pltv/huya.php?id=21241817
催眠音乐,http://mmitv.top/pltv/huya.php?id=21241811
爵士乐赏,http://mmitv.top/pltv/huya.php?id=21241769
华语翻唱,http://mmitv.top/pltv/huya.php?id=21241810
惊艳翻唱,http://mmitv.top/pltv/huya.php?id=21241815
韩国鼓手,http://mmitv.top/pltv/huya.php?id=21241800



🏃体育频道,#genre#
IMPACT! Wrestling,https://d2p372oxiwmcn1.cloudfront.net/hls/main.m3u8
24小时体育台,http://tv.ye23.win/iptv2025ok@gmail.com/2211af/ws.php?id=24
博斯网球,http://50.7.238.114:8278/bositennis_twn/playlist.m3u8?tid=m60f4fd9da4d1&ct=18335&tsum=4d026bfb332da29886aa772f2e149edb
ELEVEN3,rtmp://119.81.124.89/sat/md031
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
五星体育,http://107.151.203.111:2209/135/ws.php?id=51
魅力足球,http://58.34.204.67:9901/tsfile/live/1004_1.m3u8
足球频道,https://nmglive.imfc.cn/5n1r1c/182396.m3u8
魅力足球,http://dl.ye23.win/iptv/cbnbntv.php?id=mlzqHD
高尔夫网球,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225674/1/index.m3u8?fmt=ts2hls
快乐垂钓,http://tv.ye23.win/iptv2025ok@gmail.com/2211af/ws.php?id=218
重庆/汽摩,http://tv.ye23.win/iptv2025ok@gmail.com/2211af/ws.php?id=168
先锋乒羽,http://tv.ye23.win/iptv2025ok@gmail.com/2211af/ws.php?id=329
四海钓鱼,http://tv.ye23.win/iptv2025ok@gmail.com/2211af/ws.php?id=shdy
ELEVEN1,http://61.221.81.93:8078/hls/25/80/esport.m3u8
ELEVEN2,http://61.221.81.93:8078/hls/26/80/esport2.m3u8
广东体育,http://218.15.229.90:9901/tsfile/live/1001_1.m3u8
BRTV体育,http://111.20.35.103:6610/yinhe/2/ch00000090990000001329/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
辽宁体育,http://42.176.185.28:9901/tsfile/live/1007_1.m3u8
欧洲体育2,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/12048/index.m3u8
欧洲体育1,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/141/index.m3u8
极限运动,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/144/index.m3u8
俄罗斯体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/530/index.m3u8
迪拜体育2,https://svs.itworkscdn.net/smc4sportslive/smc4.smil/playlist.m3u8
拜仁体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/6097/index.m3u8
ELEVEN1 高清,http://61.221.81.93:8078/hls/25/80/esport.m3u8
天空体育 足球,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7336/index.m3u8
天空体育 新闻,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/2477/index.m3u8
天空体育 板球,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7343/index.m3u8


🎹中广电台,#genre#
中广新闻,http://n12.rcs.revma.com/78fm9wyy2tzuv
中广音乐,http://n07.rcs.revma.com/ks4vsmg3qtzuv
中广流行,http://n14.rcs.revma.com/aw9uqyxy2tzuv
500首华语经典,http://ls.qingting.fm/live/3412131.m3u8?bitrate=64
CRI 环球资讯广播 FM90.5,http://sk.cri.cn/905.m3u8
CRI 环球资讯广播 FM90.5,http://live.xmcdn.com/live/1040/64.m3u8
CRI 环球资讯广播 FM90.5,http://ls.qingting.fm/live/24035.m3u8
CRI 中文环球广播,http://sk.cri.cn/hyhq.m3u8
CRI 中文环球广播,http://live.xmcdn.com/live/1043/64.m3u8
CRI 中文环球广播,http://ls.qingting.fm/live/4995.m3u8
CRI 南海之声,http://sk.cri.cn/nhzs.m3u8
CRI 南海之声,http://live.xmcdn.com/live/1054/64.m3u8
CRI 南海之声,http://ls.qingting.fm/live/62624.m3u8
CRI Hit FM FM88.7,http://sk.cri.cn/887.m3u8
CRI Hit FM FM88.7,http://live.xmcdn.com/live/75/64.m3u8
CRI Hit FM FM88.7,http://ls.qingting.fm/live/1007.m3u8
CRI 轻松调频 FM91.5,http://sk.cri.cn/915.m3u8
CRI 轻松调频 FM91.5,http://live.xmcdn.com/live/1042/64.m3u8
CRI 轻松调频 FM91.5,http://ls.qingting.fm/live/1006.m3u8
CRI Easy FM – FM91.5,http://sk.cri.cn/915.m3u8
CRI NEWS Plus AM846,http://sk.cri.cn/am846.m3u8
CRI NEWS Plus AM846,http://ls.qingting.fm/live/4584.m3u8
CRI NEWS Plus AM1008,http://sk.cri.cn/am1008.m3u8
CRI NEWS Plus AM1008,http://ls.qingting.fm/live/4584.m3u8
CRI Sydney,http://ls.qingting.fm/live/4584.m3u8
CNR 经济之声,http://live.xmcdn.com/live/1066/64.m3u8
CNR 经济之声,http://ls.qingting.fm/live/387.m3u8
CNR 经济之声,http://ngcdn002.cnr.cn/live/jjzs/index.m3u8
CNR 中国之声,http://live.xmcdn.com/live/1065/64.m3u8
CNR 中国之声,http://ls.qingting.fm/live/386.m3u8
CNR 中国之声,http://ngcdn001.cnr.cn/live/zgzs/index.m3u8
CNR 音乐之声,http://live.xmcdn.com/live/12/64.m3u8
CNR 音乐之声,http://ls.qingting.fm/live/388.m3u8
CNR 音乐之声,http://ngcdn003.cnr.cn/live/yyzs/index.m3u8
CNR 经典音乐广播 101.8,http://live.xmcdn.com/live/13/64.m3u8
CNR 经典音乐广播 101.8,http://ls.qingting.fm/live/389.m3u8
CNR 经典音乐广播 101.8,http://ngcdn004.cnr.cn/live/dszs/index.m3u8
CNR 中华之声,http://live.xmcdn.com/live/14/64.m3u8
CNR 中华之声,http://ls.qingting.fm/live/390.m3u8
CNR 中华之声,http://ngcdn005.cnr.cn/live/zhzs/index.m3u8
CNR 神州之声,http://live.xmcdn.com/live/15/64.m3u8
CNR 神州之声,http://ls.qingting.fm/live/391.m3u8
CNR 神州之声,http://ngcdn006.cnr.cn/live/szzs/index.m3u8
CNR 华夏之声,http://live.xmcdn.com/live/16/64.m3u8
CNR 华夏之声,http://ls.qingting.fm/live/392.m3u8
CNR 华夏之声,http://ngcdn007.cnr.cn/live/hxzs/index.m3u8
CNR 香港之声,http://live.xmcdn.com/live/44/64.m3u8
CNR 香港之声,http://ls.qingting.fm/live/4986.m3u8
CNR 香港之声,http://ngcdn008.cnr.cn/live/xgzs/index.m3u8
CNR 民族之声,http://live.xmcdn.com/live/17/64.m3u8
CNR 民族之声,http://ls.qingting.fm/live/394.m3u8
CNR 民族之声,http://ngcdn009.cnr.cn/live/mzzs/index.m3u8
CNR 文艺之声,http://live.xmcdn.com/live/38/64.m3u8
CNR 文艺之声,http://ls.qingting.fm/live/395.m3u8
CNR 文艺之声,http://ngcdn010.cnr.cn/live/wyzs/index.m3u8
CNR 老年之声,http://live.xmcdn.com/live/39/64.m3u8
CNR 老年之声,http://ls.qingting.fm/live/396.m3u8
CNR 老年之声,http://ngcdn011.cnr.cn/live/lnzs/index.m3u8
CNR 中国乡村之声,http://ngcdn017.cnr.cn/live/xczs48/index.m3u8
CNR 中国乡村之声,http://live.xmcdn.com/live/46/64.m3u8
CNR 中国乡村之声,http://ls.qingting.fm/live/5039.m3u8
CNR 中国乡村之声,http://ngcdn017.cnr.cn/live/xczs/index.m3u8
CNR 哈语广播,http://live.xmcdn.com/live/1396/64.m3u8
CNR 哈语广播,http://ngcdn025.cnr.cn/live/hygb/index.m3u8
CNR 藏语广播,http://ls.qingting.fm/live/4988.m3u8
CNR 藏语广播,http://ngcdn012.cnr.cn/live/zygb/index.m3u8
CNR 维语广播,http://live.xmcdn.com/live/40/64.m3u8
CNR 维语广播,http://ls.qingting.fm/live/4988.m3u8
CNR 维语广播,http://ngcdn013.cnr.cn/live/wygb/index.m3u8
CNR 娱乐广播,http://live.xmcdn.com/live/42/64.m3u8
CNR 娱乐广播,http://ls.qingting.fm/live/398.m3u8
CNR 娱乐广播,http://ngcdn014.cnr.cn/live/ylgb/index.m3u8
CNR 中国交通广播,http://live.xmcdn.com/live/45/64.m3u8
CNR 中国交通广播,http://ls.qingting.fm/live/4985.m3u8
CNR 中国交通广播,http://ngcdn016.cnr.cn/live/gsgljtgb/index.m3u8
CGTN Radio,http://sk.cri.cn/am846.m3u8
CRI 环球资讯广播,https://sk.cri.cn/905.m3u8
CRI 华语环球广播,http://sk.cri.cn/hyhq.m3u8
CRI 南海之声,https://sk.cri.cn/nhzs.m3u8
CRI 世界华声,http://sk.cri.cn/hxfh.m3u8
CRI 轻松调频,http://sk.cri.cn/915.m3u8
CRI 粤语国际,http://sk.cri.cn/hxfh.m3u8

🎼音乐电台,#genre#
AsiaFM 亚洲音乐,http://asiafm.hk:8000/asiafm
AsiaFM 亚洲热歌,http://asiafm.net:8000/asiafmhot
AsiaFM 亚洲经典,http://goldfm.cn:8000/goldfm
AsiaFM 亚洲天空,http://funradio.cn:8000/funradio
AsiaFM HD音乐台,http://asiafm.hk:8000/asiahd
AsiaFM 亚洲粤语,http://asiafm.net:8000/asiafmyyt
AsiaFM 亚洲电台,http://stream.rcs.revma.com/xpgtqc74hv8uv
AsiaFM 亚太电台,http://stream.rcs.revma.com/kydend74hv8uv
Big B Radio 中文流行,http://cpop.bigbradio.net/s
Big B Radio 韩语流行,http://kpop.bigbradio.net/s
Big B Radio 日语流行,http://jpop.bigbradio.net/s
Big B Radio 亚洲流行,http://apop.bigbradio.net/s

CityFM 台南知音,http://fm971.cityfm.tw:8080/971.mp3
CityFM 城市广播,http://fm929.cityfm.tw:8080/929.mp3
CityFM 台北健康,http://fm901.cityfm.tw:8080/901.mp3
CityFM 大苗栗广播,http://fm983.cityfm.tw:8080/983.mp3
News98 新闻电台,http://n12.rcs.revma.com/55tyxsy4qtzuv
MY,https://astro1.rastream.com/myfm
Melody,https://astro3.rastream.com/melody
8FM,https://mediaprima.rastream.com/mediaprima-onefm
好FM,https://22283.live.streamtheworld.com/HAO_963AAC.aac
CNA 938,https://14033.live.streamtheworld.com/938NOW_PREM.aac
YES 933,https://22393.live.streamtheworld.com/YES933_PREM.aac
LOVE 972,https://14033.live.streamtheworld.com/LOVE972FM_PREM.aac
UFM 1003,https://22283.live.streamtheworld.com/UFM_1003AAC.aac
美国之音,http://voa-ingest.akamaized.net/hls/live/2035206/151_124L/playlist.m3u8
环宇广播,http://stream.rcs.revma.com/srn5f9kmwxhvv
全国广播 M-Radio,http://stream.rcs.revma.com/044q61ha7a0uv
飞扬调频 FlyRadio,http://stream.rcs.revma.com/e0tdah74hv8uv
台湾古典音乐电台,http://59.120.88.155:8000/live.mp3
台北都会音乐电台,https://onair.bravo913.com.tw:9130/live.mp3
台北广播电台FM93.1,https://stream.ginnet.cloud/live0130lo-yfyo/_definst_/fm/playlist.m3u8
台北广播电台AM1134,https://stream.ginnet.cloud/live0130lo-yfyo/_definst_/am/playlist.m3u8
台中古典音乐电台,https://onair.family977.com.tw:8977/live.mp3
国立教育电台,http://wowza.ner.gov.tw/live/_definst_/1/playlist.m3u8
萤火虫网络电台,http://211.149.226.193:8066/1022.mp3
天籁之音-经典正流行,http://play-radio-stream3.hndt.com/now/WUBA5hW2/playlist.m3u8
天籁之音 Hi-Fi Radio,http://play-radio-stream3.hndt.com/now/JxkyN5mR/playlist.m3u8
天籁之音-国风,http://play-radio-stream3.hndt.com/now/UzPxbRaT/playlist.m3u8
店头音乐,http://livestream.1766.today:1781/live2.mp3
私房音乐,http://livestream.1766.today:1769/live1.mp3
飞碟电台,http://n08.rcs.revma.com/em90w4aeewzuv
潮流音乐,http://play-radio-stream3.hndt.com/now/Or5au0KN/playlist.m3u8
古典音乐,http://play.redefine.ltd/Stream2/FM1058-2.m3u8
电音电台,http://play.redefine.ltd/Stream3/FM1058-3.m3u8
民谣蓝调,http://play-radio-stream3.hndt.com/now/XWfN89gh/playlist.m3u8
舞迷心窍,http://play-radio-stream3.hndt.com/now/WBhgSD3A/playlist.m3u8
警广之声,http://play-radio-stream3.hndt.com/now/prIgXGFo/playlist.m3u8
心灵音乐馆,http://play-radio-stream3.hndt.com/now/AFqvb0VX/playlist.m3u8
80后音乐,http://stream3.hndt.com/now/SFZeH2cb/playlist.m3u8
经典FM,http://stream3.hndt.com/now/C5NvUpwy/playlist.m3u8
格莱美音乐,http://stream3.hndt.com/now/yorSd1X2/playlist.m3u8
卷卷猫电台,http://stream3.hndt.com/now/PHucVOu2/playlist.m3u8
有声文摘,http://stream3.hndt.com/now/WNoVfBcQ/playlist.m3u8
安全百科,http://stream3.hndt.com/now/4pcovD2L/playlist.m3u8
民谣音乐,http://stream3.hndt.com/now/DTK5qc83/playlist.m3u8
天籁古典,http://stream3.hndt.com/now/MdOpB4zP/playlist.m3u8
动感音乐,http://stream3.hndt.com/now/ufjjbZxV/playlist.m3u8
摇滚天空,http://stream3.hndt.com/now/SXJtR4M4/playlist.m3u8
国乐悠扬,http://stream3.hndt.com/now/8bplFuwp/playlist.m3u8
南投广播,http://fm997.cityfm.tw:8080/997a.mp3

📻综合电台,#genre#
CGTN Radio,http://sk.cri.cn/am846.m3u8
CRI 环球资讯广播,https://sk.cri.cn/905.m3u8
CRI 华语环球广播,http://sk.cri.cn/hyhq.m3u8
CRI 南海之声,https://sk.cri.cn/nhzs.m3u8
CRI 世界华声,http://sk.cri.cn/hxfh.m3u8
CRI 轻松调频,http://sk.cri.cn/915.m3u8
CityFM 台南知音,http://fm971.cityfm.tw:8080/971.mp3
CityFM 城市广播,http://fm929.cityfm.tw:8080/929.mp3
CityFM 台北健康,http://fm901.cityfm.tw:8080/901.mp3
CityFM 大苗栗广播,http://fm983.cityfm.tw:8080/983.mp3
News98 新闻电台,http://n12.rcs.revma.com/55tyxsy4qtzuv
CAPITAL 958,https://19183.live.streamtheworld.com/CAPITAL958FM_PREM.aac
友声有色 988,http://23023.live.streamtheworld.com/988_FMAAC.aac
MY,https://astro1.rastream.com/myfm
Melody,https://astro3.rastream.com/melody
8FM,https://mediaprima.rastream.com/mediaprima-onefm
CNA 938,https://14033.live.streamtheworld.com/938NOW_PREM.aac
YES 933,https://22393.live.streamtheworld.com/YES933_PREM.aac
LOVE 972,https://14033.live.streamtheworld.com/LOVE972FM_PREM.aac
中国之声,http://ngcdn001.cnr.cn/live/zgzs/index.m3u8
经济之声,http://ngcdn002.cnr.cn/live/jjzs/index.m3u8
音乐之声,http://ngcdn003.cnr.cn/live/yyzs/index.m3u8
音乐广播,http://ngcdn004.cnr.cn/live/dszs/index.m3u8
中华之声,http://ngcdn005.cnr.cn/live/zhzs/index.m3u8
神州之声,http://ngcdn006.cnr.cn/live/szzs/index.m3u8
大湾区之声,http://ngcdn007.cnr.cn/live/hxzs/index.m3u8
香港之声,http://ngcdn008.cnr.cn/live/xgzs/index.m3u8
民族之声,http://ngcdn009.cnr.cn/live/mzzs/index.m3u8
文艺之声,http://ngcdn010.cnr.cn/live/wyzs/index.m3u8
老年之声,http://ngcdn011.cnr.cn/live/lnzs/index.m3u8
乡村之声,http://ngcdn017.cnr.cn/live/xczs/index.m3u8
藏语广播,http://ngcdn012.cnr.cn/live/zygb/index.m3u8
维语广播,http://ngcdn013.cnr.cn/live/wygb/index.m3u8
阅读之声,http://ngcdn014.cnr.cn/live/ylgb/index.m3u8
交通广播,http://ngcdn016.cnr.cn/live/gsgljtgb/index.m3u8
哈语广播,http://ngcdn025.cnr.cn/live/hygb/index.m3u8
中广新闻,http://n12.rcs.revma.com/78fm9wyy2tzuv
中广音乐,http://n07.rcs.revma.com/ks4vsmg3qtzuv
中广流行,http://n14.rcs.revma.com/aw9uqyxy2tzuv
亚洲经典,http://goldfm.cn:8000/goldfm
亚洲天空,http://funradio.cn:8000/funradio
亚洲音乐,http://asiafm.hk:8000/asiahd
